// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B48506
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Quat_q0	Quat_q1	Quat_q2	Quat_q3
04775	-2.141554	-5.046905	8.226658	-0.024203	-0.003851	0.073404	-0.627044	0.089684	-0.275548	0.723080
04776	-2.125085	-5.025801	8.120997	-0.061175	0.009667	-0.028955	-0.627016	0.089612	-0.275458	0.723148
04777	-2.039702	-5.066013	8.047447	-0.149692	-0.047000	-0.088405	-0.626972	0.089539	-0.275331	0.723244
04778	-2.106956	-5.002054	8.017439	-0.098255	0.023446	-0.131317	-0.626928	0.089456	-0.275180	0.723350
04779	-2.125402	-4.831440	7.982395	0.032706	0.042500	-0.243158	-0.626873	0.089405	-0.275013	0.723467
04780	-2.149121	-4.785692	7.987956	0.077201	0.062795	-0.256585	-0.626821	0.089380	-0.274888	0.723563
04781	-2.159931	-4.811331	7.990215	0.057204	0.075941	-0.239355	-0.626775	0.089388	-0.274815	0.723630
04782	-2.147102	-4.784773	7.989049	0.076996	0.063192	-0.256586	-0.626728	0.089416	-0.274829	0.723661
04783	-2.054573	-4.794086	8.017577	0.065139	-0.032626	-0.248130	-0.626681	0.089464	-0.274888	0.723674
04784	-2.012670	-4.944793	7.988059	-0.085135	-0.055036	-0.205366	-0.626640	0.089478	-0.274969	0.723677
04785	-1.929541	-5.015607	7.995794	-0.157993	-0.133067	-0.180995	-0.626590	0.089442	-0.275035	0.723700
04786	-1.895246	-5.067418	7.927129	-0.241662	-0.143973	-0.219412	-0.626507	0.089350	-0.275081	0.723765
04787	-1.827599	-5.100585	7.875558	-0.308921	-0.192712	-0.260309	-0.626376	0.089198	-0.275103	0.723889
04788	-1.921134	-4.959740	7.910917	-0.154019	-0.124096	-0.282039	-0.626173	0.088997	-0.275147	0.724072
04789	-2.093558	-4.881892	7.913907	-0.051884	0.033443	-0.281582	-0.625892	0.088854	-0.275218	0.724306
04790	-2.303078	-4.815936	8.005025	0.090595	0.202598	-0.193509	-0.625590	0.088816	-0.275269	0.724552
04791	-2.401094	-4.739965	8.018825	0.184448	0.289144	-0.199340	-0.625320	0.088958	-0.275262	0.724770
04792	-2.420923	-4.796479	8.020788	0.144568	0.315046	-0.164892	-0.625131	0.089214	-0.275249	0.724907
04793	-2.347970	-4.861181	8.051990	0.092942	0.244991	-0.121973	-0.625029	0.089482	-0.275226	0.724971
04794	-2.265329	-4.933266	8.018856	0.002347	0.183916	-0.130897	-0.624965	0.089701	-0.275234	0.724995
04795	-2.119650	-5.030838	8.039410	-0.098649	0.047746	-0.095571	-0.624918	0.089822	-0.275243	0.725018
04796	-2.061891	-4.960868	8.052740	-0.042519	-0.015835	-0.132493	-0.624845	0.089807	-0.275323	0.725052
04797	-2.040779	-4.936107	8.132573	0.012797	-0.062631	-0.083114	-0.624725	0.089682	-0.275463	0.725118
04798	-2.152354	-4.920907	8.125049	0.045645	0.041574	-0.073049	-0.624553	0.089513	-0.275648	0.725216
04799	-2.193963	-4.932713	8.212195	0.085853	0.053602	0.014572	-0.624358	0.089384	-0.275801	0.725342
04800	-2.217472	-4.924973	8.193102	0.089218	0.078815	-0.000181	-0.624176	0.089300	-0.275905	0.725470
04801	-2.194265	-4.997373	8.271626	0.060159	0.037611	0.097070	-0.624034	0.089244	-0.275989	0.725567
04802	-2.283580	-5.025302	8.219523	0.030644	0.138726	0.087250	-0.623872	0.089152	-0.276057	0.725692
04803	-2.397537	-5.009298	8.171745	0.045686	0.260157	0.063998	-0.623711	0.089127	-0.276049	0.725836
04804	-2.372622	-4.955888	8.169570	0.085381	0.234539	0.029555	-0.623598	0.089137	-0.275986	0.725956
04805	-2.360447	-4.963631	8.105793	0.046278	0.243904	-0.022305	-0.623511	0.089174	-0.275939	0.726043
04806	-2.400918	-4.912348	8.132832	0.111976	0.272214	-0.017184	-0.623453	0.089216	-0.275939	0.726089
04807	-2.394891	-4.914047	8.173375	0.129626	0.255407	0.016116	-0.623398	0.089276	-0.275986	0.726110
04808	-2.378759	-4.924271	8.149056	0.108300	0.247544	-0.002435	-0.623356	0.089353	-0.276099	0.726094
04809	-2.349661	-4.999041	8.267625	0.097004	0.189273	0.128123	-0.623340	0.089417	-0.276278	0.726032
04810	-2.268610	-5.099024	8.357395	0.039822	0.089796	0.236344	-0.623323	0.089396	-0.276509	0.725961
04811	-2.199241	-5.162508	8.428118	0.005991	0.002665	0.312592	-0.623329	0.089231	-0.276735	0.725890
04812	-2.215660	-5.154584	8.491013	0.044872	-0.006284	0.364450	-0.623311	0.088950	-0.276859	0.725892
04813	-2.216850	-5.186685	8.469409	0.003637	-0.001125	0.363117	-0.623289	0.088607	-0.276856	0.725954
04814	-2.197549	-5.128321	8.468835	0.043340	-0.026746	0.328686	-0.623262	0.088231	-0.276745	0.726066
04815	-2.315475	-5.133464	8.507434	0.073976	0.073427	0.389246	-0.623232	0.087871	-0.276515	0.726224
04816	-2.335372	-5.055023	8.473231	0.120580	0.097951	0.325296	-0.623211	0.087566	-0.276150	0.726417
04817	-2.403217	-5.020425	8.383338	0.113051	0.190512	0.247700	-0.623214	0.087351	-0.275684	0.726617
04818	-2.402458	-4.950145	8.327336	0.138434	0.207032	0.165199	-0.623214	0.087237	-0.275197	0.726816
04819	-2.413526	-4.942832	8.209212	0.085018	0.258509	0.065258	-0.623218	0.087223	-0.274768	0.726976
04820	-2.325074	-4.882754	8.140235	0.080978	0.195998	-0.042032	-0.623265	0.087237	-0.274428	0.727063
04821	-2.342807	-4.870910	8.125203	0.084314	0.221340	-0.056800	-0.623350	0.087297	-0.274174	0.727078
04822	-2.336811	-4.938641	8.042845	-0.015813	0.248261	-0.092794	-0.623473	0.087378	-0.273986	0.727034
04823	-2.194469	-4.969527	8.004706	-0.091220	0.128420	-0.139922	-0.623592	0.087440	-0.273870	0.726968
04824	-2.114835	-5.030224	8.119772	-0.107260	0.024073	-0.030342	-0.623700	0.087444	-0.273852	0.726882
04825	-2.184059	-5.093358	8.169913	-0.124669	0.078981	0.058387	-0.623766	0.087356	-0.273891	0.726821
04826	-2.262066	-5.050752	8.326238	-0.000941	0.102090	0.184455	-0.623798	0.087148	-0.273925	0.726806
04827	-2.262565	-4.951586	8.368499	0.101104	0.079769	0.169927	-0.623827	0.086904	-0.273952	0.726800
04828	-2.308581	-4.896552	8.395756	0.166777	0.108111	0.175054	-0.623890	0.086624	-0.273943	0.726783
04829	-2.342517	-4.814420	8.421802	0.252356	0.123739	0.162972	-0.623973	0.086389	-0.273923	0.726746
04830	-2.397838	-4.758959	8.367053	0.282487	0.186196	0.101465	-0.624076	0.086242	-0.273868	0.726696
04831	-2.415723	-4.782755	8.328710	0.244691	0.216403	0.085351	-0.624213	0.086221	-0.273698	0.726646
04832	-2.333178	-4.821800	8.215864	0.138515	0.176449	-0.007405	-0.624393	0.086308	-0.273418	0.726586
04833	-2.275487	-4.851902	8.044550	0.018023	0.178758	-0.148253	-0.624600	0.086450	-0.273069	0.726523
04834	-2.106290	-4.827769	8.005616	-0.017520	0.032984	-0.229771	-0.624847	0.086605	-0.272681	0.726437
04835	-1.977454	-4.856994	7.845840	-0.146180	-0.035752	-0.376837	-0.625077	0.086773	-0.272373	0.726335
04836	-1.908939	-4.853770	7.818263	-0.172234	-0.089621	-0.416376	-0.625294	0.086867	-0.272186	0.726207
04837	-1.826945	-4.859934	7.766390	-0.219487	-0.151364	-0.474464	-0.625478	0.086896	-0.272153	0.726058
04838	-1.783687	-4.815343	7.780834	-0.183196	-0.202065	-0.494101	-0.625614	0.086839	-0.272292	0.725895
04839	-1.840217	-4.756297	7.869721	-0.078545	-0.182593	-0.437094	-0.625689	0.086724	-0.272567	0.725741
04840	-1.891445	-4.795635	7.997998	-0.040528	-0.174774	-0.298936	-0.625709	0.086585	-0.272929	0.725603
04841	-1.939234	-4.870450	8.104294	-0.043640	-0.161956	-0.162125	-0.625700	0.086433	-0.273271	0.725501
04842	-1.903662	-4.916672	8.221491	-0.035001	-0.233171	-0.048727	-0.625675	0.086252	-0.273497	0.725459
04843	-1.908661	-4.917042	8.220111	-0.035104	-0.232901	-0.048721	-0.625666	0.086072	-0.273644	0.725433
04844	-1.932426	-5.004680	8.200907	-0.116171	-0.202185	-0.015668	-0.625658	0.085893	-0.273675	0.725449
04845	-1.961121	-4.993899	8.142424	-0.130607	-0.159816	-0.063765	-0.625625	0.085759	-0.273608	0.725518
04846	-2.055848	-4.921579	8.052120	-0.093605	-0.047231	-0.154836	-0.625570	0.085686	-0.273451	0.725634
04847	-2.053493	-4.795293	7.971071	-0.024924	-0.031283	-0.286510	-0.625513	0.085746	-0.273242	0.725755
04848	-1.993521	-4.757832	7.923753	-0.027590	-0.072948	-0.358013	-0.625450	0.085875	-0.273069	0.725859
04849	-2.053577	-4.732530	7.870257	-0.017389	0.002504	-0.402340	-0.625386	0.086078	-0.272981	0.725923
04850	-2.072490	-4.753235	7.935435	0.001561	0.006511	-0.333260	-0.625292	0.086301	-0.272987	0.725975
04851	-2.022888	-4.809124	7.948512	-0.046539	-0.038516	-0.305062	-0.625216	0.086525	-0.273095	0.725974
04852	-2.074780	-4.912076	8.057222	-0.069593	-0.012925	-0.151061	-0.625109	0.086665	-0.273262	0.725986
04853	-2.126883	-4.979798	8.228479	-0.033761	-0.009062	0.037625	-0.625011	0.086723	-0.273438	0.725997
04854	-2.201523	-5.045375	8.235810	-0.069004	0.062787	0.092987	-0.624925	0.086692	-0.273572	0.726024
04855	-2.228852	-5.002622	8.238334	-0.024557	0.083290	0.079563	-0.624853	0.086606	-0.273650	0.726067
04856	-2.317203	-4.995333	8.249263	0.004677	0.162504	0.104303	-0.624818	0.086540	-0.273669	0.726098
04857	-2.339078	-4.986264	8.231337	0.007993	0.187841	0.089518	-0.624801	0.086519	-0.273629	0.726130
04858	-2.244670	-4.965958	8.178176	-0.019291	0.113066	0.014249	-0.624834	0.086575	-0.273524	0.726135
04859	-2.148041	-4.911032	8.187857	0.012320	0.016571	-0.026325	-0.624880	0.086673	-0.273422	0.726122
04860	-2.115320	-4.831260	8.142814	0.054232	-0.004871	-0.111238	-0.624941	0.086845	-0.273381	0.726065
04861	-1.973494	-4.893431	8.186244	-0.005418	-0.145990	-0.074434	-0.624990	0.087110	-0.273395	0.725986
04862	-1.999655	-4.950563	8.146286	-0.063144	-0.103095	-0.073383	-0.625002	0.087429	-0.273476	0.725906
04863	-2.036084	-4.993507	8.316003	-0.007402	-0.112049	0.098117	-0.624950	0.087775	-0.273599	0.725862
04864	-2.065728	-5.009992	8.443077	0.050504	-0.116970	0.219090	-0.624849	0.088094	-0.273717	0.725866
04865	-2.137251	-4.981320	8.450978	0.099644	-0.050478	0.226632	-0.624726	0.088360	-0.273810	0.725904
04866	-2.209641	-4.951363	8.459508	0.148787	0.015892	0.234172	-0.624618	0.088509	-0.273874	0.725956
04867	-2.252995	-4.998402	8.443376	0.112237	0.066966	0.253767	-0.624555	0.088614	-0.273860	0.726002
04868	-2.230847	-5.042023	8.398857	0.049802	0.063890	0.233849	-0.624529	0.088655	-0.273748	0.726062
04869	-2.182256	-4.968022	8.332315	0.070522	0.034527	0.130390	-0.624534	0.088654	-0.273530	0.726139
04870	-2.221303	-4.920588	8.215254	0.061653	0.105947	0.016949	-0.624530	0.088661	-0.273284	0.726235
04871	-2.269679	-4.865574	8.162540	0.091747	0.168530	-0.044602	-0.624498	0.088767	-0.272999	0.726357
04872	-2.312807	-4.874216	8.171508	0.096319	0.214658	-0.023650	-0.624456	0.089013	-0.272706	0.726473
04873	-2.288823	-4.882486	8.150662	0.075012	0.206877	-0.042209	-0.624400	0.089341	-0.272398	0.726596
04874	-2.256387	-4.829814	8.149809	0.114769	0.181293	-0.076583	-0.624347	0.089711	-0.272126	0.726698
04875	-2.244043	-4.866189	8.129553	0.073528	0.186374	-0.077956	-0.624321	0.090052	-0.271898	0.726764
04876	-2.231376	-4.840083	8.088286	0.075580	0.190654	-0.128486	-0.624292	0.090267	-0.271720	0.726828
04877	-2.185622	-4.892228	8.062256	0.009726	0.162615	-0.133624	-0.624268	0.090377	-0.271602	0.726879
04878	-2.152021	-4.908442	8.016597	-0.032771	0.146637	-0.170735	-0.624270	0.090372	-0.271546	0.726899
04879	-2.202472	-4.785840	8.087312	0.115120	0.165606	-0.162864	-0.624269	0.090283	-0.271559	0.726906
04880	-2.199892	-4.820587	8.065331	0.073877	0.170549	-0.164236	-0.624257	0.090228	-0.271615	0.726902
04881	-2.196913	-4.856142	8.042974	0.032637	0.175620	-0.165612	-0.624249	0.090232	-0.271671	0.726888
04882	-2.220827	-4.910765	8.045073	-0.007357	0.201485	-0.131250	-0.624235	0.090287	-0.271713	0.726878
04883	-2.261125	-4.860007	8.071775	0.058270	0.230072	-0.126121	-0.624226	0.090419	-0.271648	0.726893
04884	-2.175555	-4.832182	8.082163	0.070010	0.146303	-0.149454	-0.624272	0.090559	-0.271504	0.726890
04885	-2.068276	-4.812360	8.110742	0.078344	0.037612	-0.157991	-0.624324	0.090681	-0.271375	0.726878
04886	-2.042165	-4.890246	8.044842	-0.025218	0.039274	-0.179295	-0.624380	0.090719	-0.271291	0.726857
04887	-1.984080	-4.949552	7.995269	-0.112247	0.003144	-0.202986	-0.624417	0.090698	-0.271231	0.726850
04888	-1.994369	-4.913400	7.976339	-0.088998	0.015465	-0.234962	-0.624430	0.090635	-0.271227	0.726848
04889	-1.958011	-4.929931	7.970948	-0.113706	-0.017396	-0.238722	-0.624447	0.090601	-0.271264	0.726824
04890	-1.947164	-4.903700	7.968949	-0.093869	-0.030129	-0.255901	-0.624434	0.090610	-0.271324	0.726811
04891	-1.990914	-4.915460	8.015758	-0.071544	-0.000861	-0.201614	-0.624364	0.090690	-0.271394	0.726836
04892	-2.005722	-4.909489	8.037807	-0.050464	0.007345	-0.183059	-0.624247	0.090818	-0.271447	0.726900
04893	-2.025150	-4.903595	8.018838	-0.047157	0.032663	-0.197858	-0.624103	0.090980	-0.271485	0.726989
04894	-2.174442	-4.901563	8.059608	0.007823	0.165979	-0.133679	-0.623944	0.091159	-0.271521	0.727090
04895	-2.205510	-4.950085	8.125659	0.006777	0.183068	-0.047423	-0.623807	0.091309	-0.271542	0.727181
04896	-2.331047	-5.025343	8.100258	-0.041705	0.317887	-0.004566	-0.623696	0.091383	-0.271532	0.727271
04897	-2.453212	-5.002629	8.117798	0.012016	0.430408	0.023867	-0.623644	0.091465	-0.271434	0.727342
04898	-2.442685	-4.913405	8.055433	0.057380	0.433983	-0.075818	-0.623647	0.091564	-0.271329	0.727366
04899	-2.359466	-4.920270	8.002622	0.010252	0.372102	-0.133869	-0.623708	0.091701	-0.271303	0.727306
04900	-2.275776	-4.893696	8.011563	0.022033	0.288319	-0.157174	-0.623797	0.091860	-0.271373	0.727184
04901	-2.216702	-4.922079	8.022140	-0.006080	0.230401	-0.146134	-0.623868	0.092022	-0.271548	0.727036
04902	-2.136237	-4.925564	8.112262	0.021307	0.125535	-0.085546	-0.623901	0.092114	-0.271848	0.726884
04903	-2.148905	-4.888519	8.235192	0.119059	0.095172	0.001107	-0.623891	0.092158	-0.272271	0.726729
04904	-2.219748	-5.055859	8.278986	0.017011	0.155491	0.137495	-0.623874	0.092146	-0.272786	0.726553
04905	-2.233754	-5.116861	8.399118	0.030316	0.130587	0.271911	-0.623846	0.092068	-0.273292	0.726396
04906	-2.301565	-5.283492	8.483642	-0.053968	0.173939	0.441652	-0.623844	0.091905	-0.273764	0.726241
04907	-2.321018	-5.278737	8.543664	-0.015132	0.165342	0.493564	-0.623871	0.091644	-0.274134	0.726111
04908	-2.364121	-5.165796	8.588856	0.111552	0.176200	0.482917	-0.623927	0.091321	-0.274394	0.726005
04909	-2.424784	-5.111628	8.532516	0.141603	0.238777	0.421328	-0.624011	0.091019	-0.274539	0.725916
04910	-2.449797	-5.038454	8.493966	0.188197	0.263284	0.357379	-0.624126	0.090813	-0.274563	0.725834
04911	-2.481011	-4.929862	8.437182	0.258154	0.300141	0.261451	-0.624254	0.090777	-0.274469	0.725764
04912	-2.401069	-4.996948	8.405935	0.167731	0.238748	0.252561	-0.624414	0.090869	-0.274336	0.725665
04913	-2.358070	-5.082255	8.317074	0.042992	0.232378	0.212664	-0.624568	0.091037	-0.274155	0.725580
04914	-2.277500	-5.053256	8.287434	0.037022	0.165538	0.156023	-0.624743	0.091217	-0.273996	0.725467
04915	-2.217227	-5.113247	8.237782	-0.049981	0.129340	0.132322	-0.624887	0.091373	-0.273909	0.725356
04916	-2.142931	-5.050105	8.228926	-0.014808	0.057731	0.077074	-0.625041	0.091450	-0.273874	0.725227
04917	-2.103684	-4.998351	8.349251	0.078321	-0.018572	0.142840	-0.625187	0.091410	-0.273942	0.725081
04918	-2.068790	-5.112061	8.341496	-0.030827	-0.046178	0.186839	-0.625329	0.091208	-0.274099	0.724923
04919	-2.096431	-5.067495	8.385595	0.031371	-0.042566	0.206790	-0.625470	0.090835	-0.274295	0.724775
04920	-2.183586	-5.093187	8.415545	0.037078	0.024508	0.263423	-0.625600	0.090369	-0.274517	0.724637
04921	-2.212461	-5.143488	8.458586	0.014818	0.033552	0.331117	-0.625726	0.089873	-0.274666	0.724533
04922	-2.267016	-5.182964	8.443826	-0.021831	0.084430	0.350632	-0.625885	0.089400	-0.274669	0.724453
04923	-2.300399	-5.166895	8.387176	-0.036324	0.126702	0.302449	-0.626058	0.088993	-0.274493	0.724421
04924	-2.417557	-5.017958	8.261244	0.047217	0.263580	0.147279	-0.626252	0.088716	-0.274197	0.724399
04925	-2.311775	-4.964636	8.210388	0.040073	0.175930	0.054928	-0.626472	0.088641	-0.273807	0.724365
04926	-2.227767	-4.841578	8.079574	0.061870	0.129440	-0.134735	-0.626719	0.088687	-0.273451	0.724281
04927	-2.121997	-4.853924	8.047778	0.011416	0.042444	-0.177946	-0.626935	0.088770	-0.273209	0.724175
04928	-2.076442	-4.842233	8.001674	-0.011082	0.013485	-0.232222	-0.627140	0.088837	-0.273112	0.724026
04929	-2.034002	-4.859314	8.037751	-0.017980	-0.036343	-0.202594	-0.627320	0.088850	-0.273130	0.723861
04930	-2.067516	-4.939326	8.082339	-0.060219	-0.014608	-0.117744	-0.627510	0.088722	-0.273215	0.723680
04931	-2.016974	-5.026127	8.115124	-0.131612	-0.071878	-0.057541	-0.627733	0.088482	-0.273347	0.723467
04932	-2.003253	-5.032819	8.132496	-0.135123	-0.096814	-0.042726	-0.627949	0.088134	-0.273503	0.723263
04933	-2.034232	-5.048457	8.197806	-0.116255	-0.092518	0.026365	-0.628184	0.087773	-0.273598	0.723066
04934	-1.886371	-4.989472	8.136707	-0.127958	-0.226358	-0.086865	-0.628424	0.087467	-0.273610	0.722890
04935	-1.846049	-4.941061	8.153276	-0.091519	-0.276847	-0.106356	-0.628637	0.087209	-0.273543	0.722762
04936	-1.855523	-4.839485	8.114952	-0.024939	-0.265200	-0.187456	-0.628777	0.087022	-0.273419	0.722710
04937	-1.845442	-4.843875	8.052890	-0.063984	-0.256118	-0.239385	-0.628902	0.086969	-0.273196	0.722691
04938	-1.813666	-4.795196	7.947382	-0.080870	-0.255959	-0.359005	-0.628977	0.087017	-0.272920	0.722725
04939	-1.850915	-4.740103	7.976650	-0.015279	-0.227276	-0.353854	-0.629051	0.087106	-0.272628	0.722759
04940	-1.953156	-4.693805	7.889051	0.001564	-0.101927	-0.427947	-0.629099	0.087248	-0.272345	0.722807
04941	-1.949871	-4.727470	7.828184	-0.057453	-0.080006	-0.462729	-0.629170	0.087457	-0.272116	0.722807
04942	-1.882127	-4.761350	7.736861	-0.142219	-0.112353	-0.536965	-0.629261	0.087637	-0.271984	0.722755
04943	-1.802169	-4.831740	7.704872	-0.232564	-0.173694	-0.545848	-0.629363	0.087723	-0.272003	0.722649
04944	-1.741987	-4.894006	7.694837	-0.301741	-0.227043	-0.536172	-0.629453	0.087622	-0.272195	0.722510
04945	-1.670239	-4.860225	7.808065	-0.233116	-0.336428	-0.474067	-0.629509	0.087361	-0.272528	0.722368
04946	-1.730787	-4.897529	7.895515	-0.213056	-0.311266	-0.369262	-0.629514	0.086926	-0.272953	0.722255
04947	-1.725052	-4.871740	7.932370	-0.175405	-0.340781	-0.353024	-0.629474	0.086450	-0.273427	0.722168
04948	-1.898497	-4.822127	8.096975	-0.022789	-0.237748	-0.202216	-0.629402	0.085985	-0.273897	0.722108
04949	-2.069746	-4.780207	8.115200	0.055318	-0.091959	-0.170117	-0.629288	0.085705	-0.274242	0.722110
04950	-2.119420	-4.923544	8.096406	-0.065825	-0.035672	-0.102929	-0.629178	0.085709	-0.274404	0.722143
04951	-2.055903	-4.987514	8.086504	-0.135004	-0.088892	-0.093251	-0.629073	0.085932	-0.274396	0.722212
04952	-1.943015	-5.007558	8.092687	-0.167600	-0.192972	-0.103043	-0.628947	0.086245	-0.274333	0.722308
04953	-1.967096	-4.967069	8.054406	-0.140962	-0.155477	-0.149839	-0.628779	0.086630	-0.274299	0.722421
04954	-1.996905	-4.919859	8.120848	-0.057601	-0.143782	-0.111305	-0.628574	0.086961	-0.274337	0.722546
04955	-2.106480	-4.900760	8.217179	0.031491	-0.064966	-0.016182	-0.628313	0.087185	-0.274506	0.722681
04956	-2.209621	-4.917528	8.332033	0.097228	0.001562	0.110912	-0.628029	0.087293	-0.274760	0.722818
04957	-2.379249	-4.907237	8.392432	0.173090	0.143328	0.193521	-0.627770	0.087275	-0.275045	0.722937
04958	-2.501314	-4.886375	8.446713	0.244395	0.238967	0.255250	-0.627569	0.087175	-0.275310	0.723023
04959	-2.546162	-4.967874	8.407071	0.166553	0.294707	0.273291	-0.627442	0.087072	-0.275459	0.723089
04960	-2.564386	-4.959672	8.429366	0.187593	0.303012	0.291848	-0.627392	0.086963	-0.275467	0.723142
04961	-2.475659	-5.034694	8.334567	0.058325	0.250421	0.231014	-0.627423	0.086834	-0.275312	0.723190
04962	-2.316322	-5.010399	8.254263	0.005616	0.121264	0.116439	-0.627481	0.086707	-0.275107	0.723233
04963	-2.230171	-4.917122	8.246836	0.060897	0.036960	0.044137	-0.627501	0.086589	-0.274920	0.723301
04964	-2.196377	-4.903569	8.118994	0.002904	0.041787	-0.076910	-0.627527	0.086506	-0.274843	0.723318
04965	-2.151569	-4.858368	8.134840	0.039382	-0.008682	-0.096362	-0.627503	0.086484	-0.274884	0.723325
04966	-2.191706	-4.870184	8.222050	0.079377	0.003712	-0.008706	-0.627429	0.086511	-0.275038	0.723328
04967	-2.216112	-4.892060	8.285164	0.098212	0.008083	0.060389	-0.627321	0.086565	-0.275254	0.723332
04968	-2.259675	-4.968456	8.391352	0.094852	0.021148	0.197159	-0.627194	0.086615	-0.275481	0.723351
04969	-2.343317	-4.999264	8.378283	0.082669	0.105344	0.220331	-0.627088	0.086696	-0.275610	0.723383
04970	-2.358881	-4.993181	8.400104	0.103705	0.113654	0.238892	-0.627009	0.086766	-0.275629	0.723436
04971	-2.390458	-5.011541	8.383394	0.086974	0.151820	0.241193	-0.626969	0.086827	-0.275516	0.723506
